ID,n0,n1,n3,n4
1252,1283,1324,1325,1284
1253,1284,1325,1326,1285
1254,1285,1326,1327,1286
1255,1286,1327,1328,1287
1256,1287,1328,1329,1288
1257,1288,1329,1330,1289
1258,1289,1330,1331,1290
1259,1290,1331,1332,1291
1260,1291,1332,1333,1292
1261,1292,1333,1334,1293
1262,1293,1334,1335,1294
1263,1294,1335,1336,1295
1264,1295,1336,1337,1296
1265,1296,1337,1338,1297
1266,1297,1338,1339,1298
1267,1298,1339,1340,1299
1268,1299,1340,1341,1300
1269,1300,1341,1342,1301
1270,1301,1342,1343,1302
1271,1302,1343,1344,1303
1272,1303,1344,1345,1304
1273,1304,1345,1346,1305
1274,1305,1346,1347,1306
1275,1306,1347,1348,1307
1276,1307,1348,1349,1308
1277,1308,1349,1350,1309
1278,1309,1350,1351,1310
1279,1310,1351,1352,1311
1280,1312,1353,1354,1313
1281,1313,1354,1355,1314
1282,1314,1355,1356,1315
1283,1315,1356,1357,1316
1284,1316,1357,1358,1317
1285,1317,1358,1359,1318
1286,1318,1359,1360,1319
1287,1319,1360,1361,1320
1288,1320,1361,1362,1321
1289,1321,1362,1363,1322
1290,1322,1363,1364,1323
1291,1323,1364,1365,1324
1292,1324,1365,1366,1325
1293,1325,1366,1367,1326
1294,1326,1367,1368,1327
1295,1327,1368,1369,1328
1296,1328,1369,1370,1329
1297,1329,1370,1371,1330
1298,1330,1371,1372,1331
1299,1331,1372,1373,1332
1300,1332,1373,1374,1333
1301,1333,1374,1375,1334
1302,1334,1375,1376,1335
1303,1335,1376,1377,1336
1304,1336,1377,1378,1337
1305,1337,1378,1379,1338
1306,1338,1379,1380,1339
1307,1339,1380,1381,1340
1308,1340,1381,1382,1341
1309,1341,1382,1383,1342
1310,1342,1383,1384,1343
1311,1343,1384,1385,1344
1312,1344,1385,1386,1345
1313,1345,1386,1387,1346
1314,1346,1387,1388,1347
1315,1347,1388,1389,1348
1316,1348,1389,1390,1349
1317,1349,1390,1391,1350
1318,1350,1391,1392,1351
1319,1351,1392,1393,1352
1320,1353,1394,1395,1354
1321,1354,1395,1396,1355
1322,1355,1396,1397,1356
1323,1356,1397,1398,1357
1324,1357,1398,1399,1358
1325,1358,1399,1400,1359
1326,1359,1400,1401,1360
1327,1360,1401,1402,1361
1328,1361,1402,1403,1362
1329,1362,1403,1404,1363
1330,1363,1404,1405,1364
1331,1364,1405,1406,1365
1332,1365,1406,1407,1366
1333,1366,1407,1408,1367
1334,1367,1408,1409,1368
1335,1368,1409,1410,1369
1336,1369,1410,1411,1370
1337,1370,1411,1412,1371
1338,1371,1412,1413,1372
1339,1372,1413,1414,1373
1340,1373,1414,1415,1374
1341,1374,1415,1416,1375
1342,1375,1416,1417,1376
1343,1376,1417,1418,1377
1344,1377,1418,1419,1378
1345,1378,1419,1420,1379
1346,1379,1420,1421,1380
1347,1380,1421,1422,1381
1348,1381,1422,1423,1382
1349,1382,1423,1424,1383
1350,1383,1424,1425,1384
1351,1384,1425,1426,1385
1352,1385,1426,1427,1386
1353,1386,1427,1428,1387
1354,1387,1428,1429,1388
1355,1388,1429,1430,1389
1356,1389,1430,1431,1390
1357,1390,1431,1432,1391
1358,1391,1432,1433,1392
1359,1392,1433,1434,1393
1360,1394,1435,1436,1395
1361,1395,1436,1437,1396
1362,1396,1437,1438,1397
1363,1397,1438,1439,1398
1364,1398,1439,1440,1399
1365,1399,1440,1441,1400
1366,1400,1441,1442,1401
1367,1401,1442,1443,1402
1368,1402,1443,1444,1403
1369,1403,1444,1445,1404
1370,1404,1445,1446,1405
1371,1405,1446,1447,1406
1372,1406,1447,1448,1407
1373,1407,1448,1449,1408
1374,1408,1449,1450,1409
1375,1409,1450,1451,1410
1376,1410,1451,1452,1411
1377,1411,1452,1453,1412
1378,1412,1453,1454,1413
1379,1413,1454,1455,1414
1380,1414,1455,1456,1415
1381,1415,1456,1457,1416
1382,1416,1457,1458,1417
1383,1417,1458,1459,1418
1384,1418,1459,1460,1419
1385,1419,1460,1461,1420
1386,1420,1461,1462,1421
1387,1421,1462,1463,1422
1388,1422,1463,1464,1423
1389,1423,1464,1465,1424
1390,1424,1465,1466,1425
1391,1425,1466,1467,1426
1392,1426,1467,1468,1427
1393,1427,1468,1469,1428
1394,1428,1469,1470,1429
1395,1429,1470,1471,1430
1396,1430,1471,1472,1431
1397,1431,1472,1473,1432
1398,1432,1473,1474,1433
1399,1433,1474,1475,1434
1400,1435,1476,1477,1436
1401,1436,1477,1478,1437
1402,1437,1478,1479,1438
1403,1438,1479,1480,1439
1404,1439,1480,1481,1440
1405,1440,1481,1482,1441
1406,1441,1482,1483,1442
1407,1442,1483,1484,1443
1408,1443,1484,1485,1444
1409,1444,1485,1486,1445
1410,1445,1486,1487,1446
1411,1446,1487,1488,1447
1412,1447,1488,1489,1448
1413,1448,1489,1490,1449
1414,1449,1490,1491,1450
1415,1450,1491,1492,1451
1416,1451,1492,1493,1452
1417,1452,1493,1494,1453
1418,1453,1494,1495,1454
1419,1454,1495,1496,1455
1420,1455,1496,1497,1456
1421,1456,1497,1498,1457
1422,1457,1498,1499,1458
1423,1458,1499,1500,1459
1424,1459,1500,1501,1460
1425,1460,1501,1502,1461
1426,1461,1502,1503,1462
1427,1462,1503,1504,1463
1428,1463,1504,1505,1464
1429,1464,1505,1506,1465
1430,1465,1506,1507,1466
1431,1466,1507,1508,1467
1432,1467,1508,1509,1468
1433,1468,1509,1510,1469
1434,1469,1510,1511,1470
1435,1470,1511,1512,1471
1436,1471,1512,1513,1472
1437,1472,1513,1514,1473
1438,1473,1514,1515,1474
1439,1474,1515,1516,1475
1440,1476,1517,1518,1477
1441,1477,1518,1519,1478
1442,1478,1519,1520,1479
1443,1479,1520,1521,1480
1444,1480,1521,1522,1481
1445,1481,1522,1523,1482
1446,1482,1523,1524,1483
1447,1483,1524,1525,1484
1448,1484,1525,1526,1485
1449,1485,1526,1527,1486
1450,1486,1527,1528,1487
1451,1487,1528,1529,1488
1452,1488,1529,1530,1489
1453,1489,1530,1531,1490
1454,1490,1531,1532,1491
1455,1491,1532,1533,1492
1456,1492,1533,1534,1493
1457,1493,1534,1535,1494
1458,1494,1535,1536,1495
1459,1495,1536,1537,1496
1460,1496,1537,1538,1497
1461,1497,1538,1539,1498
1462,1498,1539,1540,1499
1463,1499,1540,1541,1500
1464,1500,1541,1542,1501
1465,1501,1542,1543,1502
1466,1502,1543,1544,1503
1467,1503,1544,1545,1504
1468,1504,1545,1546,1505
1469,1505,1546,1547,1506
1470,1506,1547,1548,1507
1471,1507,1548,1549,1508
1472,1508,1549,1550,1509
1473,1509,1550,1551,1510
1474,1510,1551,1552,1511
1475,1511,1552,1553,1512
1476,1512,1553,1554,1513
1477,1513,1554,1555,1514
1478,1514,1555,1556,1515
1479,1515,1556,1557,1516
1480,1517,1558,1559,1518
1481,1518,1559,1560,1519
1482,1519,1560,1561,1520
1483,1520,1561,1562,1521
1484,1521,1562,1563,1522
1485,1522,1563,1564,1523
1486,1523,1564,1565,1524
1487,1524,1565,1566,1525
1488,1525,1566,1567,1526
1489,1526,1567,1568,1527
1490,1527,1568,1569,1528
1491,1528,1569,1570,1529
1492,1529,1570,1571,1530
1493,1530,1571,1572,1531
1494,1531,1572,1573,1532
1495,1532,1573,1574,1533
1496,1533,1574,1575,1534
1497,1534,1575,1576,1535
1498,1535,1576,1577,1536
1499,1536,1577,1578,1537
1500,1537,1578,1579,1538
1501,1538,1579,1580,1539
1502,1539,1580,1581,1540
1503,1540,1581,1582,1541
1504,1541,1582,1583,1542
1505,1542,1583,1584,1543
1506,1543,1584,1585,1544
1507,1544,1585,1586,1545
1508,1545,1586,1587,1546
1509,1546,1587,1588,1547
1510,1547,1588,1589,1548
1511,1548,1589,1590,1549
1512,1549,1590,1591,1550
1513,1550,1591,1592,1551
1514,1551,1592,1593,1552
1515,1552,1593,1594,1553
1516,1553,1594,1595,1554
1517,1554,1595,1596,1555
1518,1555,1596,1597,1556
1519,1556,1597,1598,1557
1520,1558,1599,1600,1559
1521,1559,1600,1601,1560
1522,1560,1601,1602,1561
1523,1561,1602,1603,1562
1524,1562,1603,1604,1563
1525,1563,1604,1605,1564
1526,1564,1605,1606,1565
1527,1565,1606,1607,1566
1528,1566,1607,1608,1567
1529,1567,1608,1609,1568
1530,1568,1609,1610,1569
1531,1569,1610,1611,1570
1532,1570,1611,1612,1571
1533,1571,1612,1613,1572
1534,1572,1613,1614,1573
1535,1573,1614,1615,1574
1536,1574,1615,1616,1575
1537,1575,1616,1617,1576
1538,1576,1617,1618,1577
1539,1577,1618,1619,1578
1540,1578,1619,1620,1579
1541,1579,1620,1621,1580
1542,1580,1621,1622,1581
1543,1581,1622,1623,1582
1544,1582,1623,1624,1583
1545,1583,1624,1625,1584
1546,1584,1625,1626,1585
1547,1585,1626,1627,1586
1548,1586,1627,1628,1587
1549,1587,1628,1629,1588
1550,1588,1629,1630,1589
1551,1589,1630,1631,1590
1552,1590,1631,1632,1591
1553,1591,1632,1633,1592
1554,1592,1633,1634,1593
1555,1593,1634,1635,1594
1556,1594,1635,1636,1595
1557,1595,1636,1637,1596
1558,1596,1637,1638,1597
1559,1597,1638,1639,1598
1560,1599,1640,1641,1600
1561,1600,1641,1642,1601
1562,1601,1642,1643,1602
1563,1602,1643,1644,1603
1564,1603,1644,1645,1604
1565,1604,1645,1646,1605
1566,1605,1646,1647,1606
1567,1606,1647,1648,1607
1568,1607,1648,1649,1608
1569,1608,1649,1650,1609
1570,1609,1650,1651,1610
1571,1610,1651,1652,1611
1572,1611,1652,1653,1612
1573,1612,1653,1654,1613
1574,1613,1654,1655,1614
1575,1614,1655,1656,1615
1576,1615,1656,1657,1616
1577,1616,1657,1658,1617
1578,1617,1658,1659,1618
1579,1618,1659,1660,1619
1580,1619,1660,1661,1620
1581,1620,1661,1662,1621
1582,1621,1662,1663,1622
1583,1622,1663,1664,1623
1584,1623,1664,1665,1624
1585,1624,1665,1666,1625
1586,1625,1666,1667,1626
1587,1626,1667,1668,1627
1588,1627,1668,1669,1628
1589,1628,1669,1670,1629
1590,1629,1670,1671,1630
1591,1630,1671,1672,1631
1592,1631,1672,1673,1632
1593,1632,1673,1674,1633
1594,1633,1674,1675,1634
1595,1634,1675,1676,1635
1596,1635,1676,1677,1636
1597,1636,1677,1678,1637
1598,1637,1678,1679,1638
1599,1638,1679,1680,1639
1600,1640,1681,1682,1641
1601,1641,1682,1683,1642
1602,1642,1683,1684,1643
1603,1643,1684,1685,1644
1604,1644,1685,1686,1645
1605,1645,1686,1687,1646
1606,1646,1687,1688,1647
1607,1647,1688,1689,1648
1608,1648,1689,1690,1649
1609,1649,1690,1691,1650
1610,1650,1691,1692,1651
1611,1651,1692,1693,1652
1612,1652,1693,1694,1653
1613,1653,1694,1695,1654
1614,1654,1695,1696,1655
1615,1655,1696,1697,1656
1616,1656,1697,1698,1657
1617,1657,1698,1699,1658
1618,1658,1699,1700,1659
1619,1659,1700,1701,1660
1620,1660,1701,1702,1661
1621,1661,1702,1703,1662
1622,1662,1703,1704,1663
1623,1663,1704,1705,1664
1624,1664,1705,1706,1665
1625,1665,1706,1707,1666
1626,1666,1707,1708,1667
1627,1667,1708,1709,1668
1628,1668,1709,1710,1669
1629,1669,1710,1711,1670
1630,1670,1711,1712,1671
1631,1671,1712,1713,1672
1632,1672,1713,1714,1673
1633,1673,1714,1715,1674
1634,1674,1715,1716,1675
1635,1675,1716,1717,1676
1636,1676,1717,1718,1677
1637,1677,1718,1719,1678
1638,1678,1719,1720,1679
1639,1679,1720,1721,1680
1640,1681,1722,1723,1682
1641,1682,1723,1724,1683
1642,1683,1724,1725,1684
1643,1684,1725,1726,1685
1644,1685,1726,1727,1686
1645,1686,1727,1728,1687
1646,1687,1728,1729,1688
1647,1688,1729,1730,1689
1648,1689,1730,1731,1690
1649,1690,1731,1732,1691
1650,1691,1732,1733,1692
1651,1692,1733,1734,1693
1652,1693,1734,1735,1694
1653,1694,1735,1736,1695
1654,1695,1736,1737,1696
1655,1696,1737,1738,1697
1656,1697,1738,1739,1698
1657,1698,1739,1740,1699
1658,1699,1740,1741,1700
1659,1700,1741,1742,1701
1660,1701,1742,1743,1702
1661,1702,1743,1744,1703
1662,1703,1744,1745,1704
1663,1704,1745,1746,1705
1664,1705,1746,1747,1706
1665,1706,1747,1748,1707
1666,1707,1748,1749,1708
1667,1708,1749,1750,1709
1668,1709,1750,1751,1710
1669,1710,1751,1752,1711
1670,1711,1752,1753,1712
1671,1712,1753,1754,1713
1672,1713,1754,1755,1714
1673,1714,1755,1756,1715
1674,1715,1756,1757,1716
1675,1716,1757,1758,1717
1676,1717,1758,1759,1718
1677,1718,1759,1760,1719
1678,1719,1760,1761,1720
1679,1720,1761,1762,1721
1680,1722,1763,1764,1723
1681,1723,1764,1765,1724
1682,1724,1765,1766,1725
1683,1725,1766,1767,1726
1684,1726,1767,1768,1727
1685,1727,1768,1769,1728
1686,1728,1769,1770,1729
1687,1729,1770,1771,1730
1688,1730,1771,1772,1731
1689,1731,1772,1773,1732
1690,1732,1773,1774,1733
1691,1733,1774,1775,1734
1692,1734,1775,1776,1735
1693,1735,1776,1777,1736
1694,1736,1777,1778,1737
1695,1737,1778,1779,1738
1696,1738,1779,1780,1739
1697,1739,1780,1781,1740
1698,1740,1781,1782,1741
1699,1741,1782,1783,1742
1700,1742,1783,1784,1743
1701,1743,1784,1785,1744
1702,1744,1785,1786,1745
1703,1745,1786,1787,1746
1704,1746,1787,1788,1747
1705,1747,1788,1789,1748
1706,1748,1789,1790,1749
1707,1749,1790,1791,1750
1708,1750,1791,1792,1751
1709,1751,1792,1793,1752
1710,1752,1793,1794,1753
1711,1753,1794,1795,1754
1712,1754,1795,1796,1755
1713,1755,1796,1797,1756
1714,1756,1797,1798,1757
1715,1757,1798,1799,1758
1716,1758,1799,1800,1759
1717,1759,1800,1801,1760
1718,1760,1801,1802,1761
1719,1761,1802,1803,1762
1720,1763,1804,1805,1764
1721,1764,1805,1806,1765
1722,1765,1806,1807,1766
1723,1766,1807,1808,1767
1724,1767,1808,1809,1768
1725,1768,1809,1810,1769
1726,1769,1810,1811,1770
1727,1770,1811,1812,1771
1728,1771,1812,1813,1772
1729,1772,1813,1814,1773
1730,1773,1814,1815,1774
1731,1774,1815,1816,1775
1732,1775,1816,1817,1776
1733,1776,1817,1818,1777
1734,1777,1818,1819,1778
1735,1778,1819,1820,1779
1736,1779,1820,1821,1780
1737,1780,1821,1822,1781
1738,1781,1822,1823,1782
1739,1782,1823,1824,1783
1740,1783,1824,1825,1784
1741,1784,1825,1826,1785
1742,1785,1826,1827,1786
1743,1786,1827,1828,1787
1744,1787,1828,1829,1788
1745,1788,1829,1830,1789
1746,1789,1830,1831,1790
1747,1790,1831,1832,1791
1748,1791,1832,1833,1792
1749,1792,1833,1834,1793
1750,1793,1834,1835,1794
1751,1794,1835,1836,1795
1752,1795,1836,1837,1796
1753,1796,1837,1838,1797
1754,1797,1838,1839,1798
1755,1798,1839,1840,1799
1756,1799,1840,1841,1800
1757,1800,1841,1842,1801
1758,1801,1842,1843,1802
1759,1802,1843,1844,1803
1760,1804,1845,1846,1805
1761,1805,1846,1847,1806
1762,1806,1847,1848,1807
1763,1807,1848,1849,1808
1764,1808,1849,1850,1809
1765,1809,1850,1851,1810
1766,1810,1851,1852,1811
1767,1811,1852,1853,1812
1768,1812,1853,1854,1813
1769,1813,1854,1855,1814
1770,1814,1855,1856,1815
1771,1815,1856,1857,1816
1772,1816,1857,1858,1817
1773,1817,1858,1859,1818
1774,1818,1859,1860,1819
1775,1819,1860,1861,1820
1776,1820,1861,1862,1821
1777,1821,1862,1863,1822
1778,1822,1863,1864,1823
1779,1823,1864,1865,1824
1780,1824,1865,1866,1825
1781,1825,1866,1867,1826
1782,1826,1867,1868,1827
1783,1827,1868,1869,1828
1784,1828,1869,1870,1829
1785,1829,1870,1871,1830
1786,1830,1871,1872,1831
1787,1831,1872,1873,1832
1788,1832,1873,1874,1833
1789,1833,1874,1875,1834
1790,1834,1875,1876,1835
1791,1835,1876,1877,1836
1792,1836,1877,1878,1837
1793,1837,1878,1879,1838
1794,1838,1879,1880,1839
1795,1839,1880,1881,1840
1796,1840,1881,1882,1841
1797,1841,1882,1883,1842
1798,1842,1883,1884,1843
1799,1843,1884,1885,1844
1800,1845,1886,1887,1846
1801,1846,1887,1888,1847
1802,1847,1888,1889,1848
1803,1848,1889,1890,1849
1804,1849,1890,1891,1850
1805,1850,1891,1892,1851
1806,1851,1892,1893,1852
1807,1852,1893,1894,1853
1808,1853,1894,1895,1854
1809,1854,1895,1896,1855
1810,1855,1896,1897,1856
1811,1856,1897,1898,1857
1812,1857,1898,1899,1858
1813,1858,1899,1900,1859
1814,1859,1900,1901,1860
1815,1860,1901,1902,1861
1816,1861,1902,1903,1862
1817,1862,1903,1904,1863
1818,1863,1904,1905,1864
1819,1864,1905,1906,1865
1820,1865,1906,1907,1866
1821,1866,1907,1908,1867
1822,1867,1908,1909,1868
1823,1868,1909,1910,1869
1824,1869,1910,1911,1870
1825,1870,1911,1912,1871
1826,1871,1912,1913,1872
1827,1872,1913,1914,1873
1828,1873,1914,1915,1874
1829,1874,1915,1916,1875
1830,1875,1916,1917,1876
1831,1876,1917,1918,1877
1832,1877,1918,1919,1878
1833,1878,1919,1920,1879
1834,1879,1920,1921,1880
1835,1880,1921,1922,1881
1836,1881,1922,1923,1882
1837,1882,1923,1924,1883
1838,1883,1924,1925,1884
1839,1884,1925,1926,1885
1840,1886,1927,1928,1887
1841,1887,1928,1929,1888
1842,1888,1929,1930,1889
1843,1889,1930,1931,1890
1844,1890,1931,1932,1891
1845,1891,1932,1933,1892
1846,1892,1933,1934,1893
1847,1893,1934,1935,1894
1848,1894,1935,1936,1895
1849,1895,1936,1937,1896
1850,1896,1937,1938,1897
1851,1897,1938,1939,1898
1852,1898,1939,1940,1899
1853,1899,1940,1941,1900
1854,1900,1941,1942,1901
1855,1901,1942,1943,1902
1856,1902,1943,1944,1903
1857,1903,1944,1945,1904
1858,1904,1945,1946,1905
1859,1905,1946,1947,1906
1860,1906,1947,1948,1907
1861,1907,1948,1949,1908
1862,1908,1949,1950,1909
1863,1909,1950,1951,1910
1864,1910,1951,1952,1911
1865,1911,1952,1953,1912
1866,1912,1953,1954,1913
1867,1913,1954,1955,1914
1868,1914,1955,1956,1915
1869,1915,1956,1957,1916
1870,1916,1957,1958,1917
1871,1917,1958,1959,1918
1872,1918,1959,1960,1919
1873,1919,1960,1961,1920
1874,1920,1961,1962,1921
1875,1921,1962,1963,1922
1876,1922,1963,1964,1923
1877,1923,1964,1965,1924
1878,1924,1965,1966,1925
1879,1925,1966,1967,1926
1880,1927,1968,1969,1928
1881,1928,1969,1970,1929
1882,1929,1970,1971,1930
1883,1930,1971,1972,1931
1884,1931,1972,1973,1932
1885,1932,1973,1974,1933
1886,1933,1974,1975,1934
1887,1934,1975,1976,1935
1888,1935,1976,1977,1936
1889,1936,1977,1978,1937
1890,1937,1978,1979,1938
1891,1938,1979,1980,1939
1892,1939,1980,1981,1940
1893,1940,1981,1982,1941
1894,1941,1982,1983,1942
1895,1942,1983,1984,1943
1896,1943,1984,1985,1944
1897,1944,1985,1986,1945
1898,1945,1986,1987,1946
1899,1946,1987,1988,1947
1900,1947,1988,1989,1948
1901,1948,1989,1990,1949
1902,1949,1990,1991,1950
1903,1950,1991,1992,1951
1904,1951,1992,1993,1952
1905,1952,1993,1994,1953
1906,1953,1994,1995,1954
1907,1954,1995,1996,1955
1908,1955,1996,1997,1956
1909,1956,1997,1998,1957
1910,1957,1998,1999,1958
1911,1958,1999,2000,1959
1912,1959,2000,2001,1960
1913,1960,2001,2002,1961
1914,1961,2002,2003,1962
1915,1962,2003,2004,1963
1916,1963,2004,2005,1964
1917,1964,2005,2006,1965
1918,1965,2006,2007,1966
1919,1966,2007,2008,1967
1920,1968,2009,2010,1969
1921,1969,2010,2011,1970
1922,1970,2011,2012,1971
1923,1971,2012,2013,1972
1924,1972,2013,2014,1973
1925,1973,2014,2015,1974
1926,1974,2015,2016,1975
1927,1975,2016,2017,1976
1928,1976,2017,2018,1977
1929,1977,2018,2019,1978
1930,1978,2019,2020,1979
1931,1979,2020,2021,1980
1932,1980,2021,2022,1981
1933,1981,2022,2023,1982
1934,1982,2023,2024,1983
1935,1983,2024,2025,1984
1936,1984,2025,2026,1985
1937,1985,2026,2027,1986
1938,1986,2027,2028,1987
1939,1987,2028,2029,1988
1940,1988,2029,2030,1989
1941,1989,2030,2031,1990
1942,1990,2031,2032,1991
1943,1991,2032,2033,1992
1944,1992,2033,2034,1993
1945,1993,2034,2035,1994
1946,1994,2035,2036,1995
1947,1995,2036,2037,1996
1948,1996,2037,2038,1997
1949,1997,2038,2039,1998
1950,1998,2039,2040,1999
1951,1999,2040,2041,2000
1952,2000,2041,2042,2001
1953,2001,2042,2043,2002
1954,2002,2043,2044,2003
1955,2003,2044,2045,2004
1956,2004,2045,2046,2005
1957,2005,2046,2047,2006
1958,2006,2047,2048,2007
1959,2007,2048,2049,2008
1960,2009,2050,2051,2010
1961,2010,2051,2052,2011
1962,2011,2052,2053,2012
1963,2012,2053,2054,2013
1964,2013,2054,2055,2014
1965,2014,2055,2056,2015
1966,2015,2056,2057,2016
1967,2016,2057,2058,2017
1968,2017,2058,2059,2018
1969,2018,2059,2060,2019
1970,2019,2060,2061,2020
1971,2020,2061,2062,2021
1972,2021,2062,2063,2022
1973,2022,2063,2064,2023
1974,2023,2064,2065,2024
1975,2024,2065,2066,2025
1976,2025,2066,2067,2026
1977,2026,2067,2068,2027
1978,2027,2068,2069,2028
1979,2028,2069,2070,2029
1980,2029,2070,2071,2030
1981,2030,2071,2072,2031
1982,2031,2072,2073,2032
1983,2032,2073,2074,2033
1984,2033,2074,2075,2034
1985,2034,2075,2076,2035
1986,2035,2076,2077,2036
1987,2036,2077,2078,2037
1988,2037,2078,2079,2038
1989,2038,2079,2080,2039
1990,2039,2080,2081,2040
1991,2040,2081,2082,2041
1992,2041,2082,2083,2042
1993,2042,2083,2084,2043
1994,2043,2084,2085,2044
1995,2044,2085,2086,2045
1996,2045,2086,2087,2046
1997,2046,2087,2088,2047
1998,2047,2088,2089,2048
1999,2048,2089,2090,2049
2000,2050,2091,2092,2051
2001,2051,2092,2093,2052
2002,2052,2093,2094,2053
2003,2053,2094,2095,2054
2004,2054,2095,2096,2055
2005,2055,2096,2097,2056
2006,2056,2097,2098,2057
2007,2057,2098,2099,2058
2008,2058,2099,2100,2059
2009,2059,2100,2101,2060
2010,2060,2101,2102,2061
2011,2061,2102,2103,2062
2012,2062,2103,2104,2063
2013,2063,2104,2105,2064
2014,2064,2105,2106,2065
2015,2065,2106,2107,2066
2016,2066,2107,2108,2067
2017,2067,2108,2109,2068
2018,2068,2109,2110,2069
2019,2069,2110,2111,2070
2020,2070,2111,2112,2071
2021,2071,2112,2113,2072
2022,2072,2113,2114,2073
2023,2073,2114,2115,2074
2024,2074,2115,2116,2075
2025,2075,2116,2117,2076
2026,2076,2117,2118,2077
2027,2077,2118,2119,2078
2028,2078,2119,2120,2079
2029,2079,2120,2121,2080
2030,2080,2121,2122,2081
2031,2081,2122,2123,2082
2032,2082,2123,2124,2083
2033,2083,2124,2125,2084
2034,2084,2125,2126,2085
2035,2085,2126,2127,2086
2036,2086,2127,2128,2087
2037,2087,2128,2129,2088
2038,2088,2129,2130,2089
2039,2089,2130,2131,2090
2040,2091,2132,2133,2092
2041,2092,2133,2134,2093
2042,2093,2134,2135,2094
2043,2094,2135,2136,2095
2044,2095,2136,2137,2096
2045,2096,2137,2138,2097
2046,2097,2138,2139,2098
2047,2098,2139,2140,2099
2048,2099,2140,2141,2100
2049,2100,2141,2142,2101
2050,2101,2142,2143,2102
2051,2102,2143,2144,2103
2052,2103,2144,2145,2104
2053,2104,2145,2146,2105
2054,2105,2146,2147,2106
2055,2106,2147,2148,2107
2056,2107,2148,2149,2108
2057,2108,2149,2150,2109
2058,2109,2150,2151,2110
2059,2110,2151,2152,2111
2060,2111,2152,2153,2112
2061,2112,2153,2154,2113
2062,2113,2154,2155,2114
2063,2114,2155,2156,2115
2064,2115,2156,2157,2116
2065,2116,2157,2158,2117
2066,2117,2158,2159,2118
2067,2118,2159,2160,2119
2068,2119,2160,2161,2120
2069,2120,2161,2162,2121
2070,2121,2162,2163,2122
2071,2122,2163,2164,2123
2072,2123,2164,2165,2124
2073,2124,2165,2166,2125
2074,2125,2166,2167,2126
2075,2126,2167,2168,2127
2076,2127,2168,2169,2128
2077,2128,2169,2170,2129
2078,2129,2170,2171,2130
2079,2130,2171,2172,2131
2080,2132,2173,2174,2133
2081,2133,2174,2175,2134
2082,2134,2175,2176,2135
2083,2135,2176,2177,2136
2084,2136,2177,2178,2137
2085,2137,2178,2179,2138
2086,2138,2179,2180,2139
2087,2139,2180,2181,2140
2088,2140,2181,2182,2141
2089,2141,2182,2183,2142
2090,2142,2183,2184,2143
2091,2143,2184,2185,2144
2092,2144,2185,2186,2145
2093,2145,2186,2187,2146
2094,2146,2187,2188,2147
2095,2147,2188,2189,2148
2096,2148,2189,2190,2149
2097,2149,2190,2191,2150
2098,2150,2191,2192,2151
2099,2151,2192,2193,2152
2100,2152,2193,2194,2153
2101,2153,2194,2195,2154
2102,2154,2195,2196,2155
2103,2155,2196,2197,2156
2104,2156,2197,2198,2157
2105,2157,2198,2199,2158
2106,2158,2199,2200,2159
2107,2159,2200,2201,2160
2108,2160,2201,2202,2161
2109,2161,2202,2203,2162
2110,2162,2203,2204,2163
2111,2163,2204,2205,2164
2112,2164,2205,2206,2165
2113,2165,2206,2207,2166
2114,2166,2207,2208,2167
2115,2167,2208,2209,2168
2116,2168,2209,2210,2169
2117,2169,2210,2211,2170
2118,2170,2211,2212,2171
2119,2171,2212,2213,2172
2120,2173,2214,2215,2174
2121,2174,2215,2216,2175
2122,2175,2216,2217,2176
2123,2176,2217,2218,2177
2124,2177,2218,2219,2178
2125,2178,2219,2220,2179
2126,2179,2220,2221,2180
2127,2180,2221,2222,2181
2128,2181,2222,2223,2182
2129,2182,2223,2224,2183
2130,2183,2224,2225,2184
2131,2184,2225,2226,2185
2132,2185,2226,2227,2186
2133,2186,2227,2228,2187
2134,2187,2228,2229,2188
2135,2188,2229,2230,2189
2136,2189,2230,2231,2190
2137,2190,2231,2232,2191
2138,2191,2232,2233,2192
2139,2192,2233,2234,2193
2140,2193,2234,2235,2194
2141,2194,2235,2236,2195
2142,2195,2236,2237,2196
2143,2196,2237,2238,2197
2144,2197,2238,2239,2198
2145,2198,2239,2240,2199
2146,2199,2240,2241,2200
2147,2200,2241,2242,2201
2148,2201,2242,2243,2202
2149,2202,2243,2244,2203
2150,2203,2244,2245,2204
2151,2204,2245,2246,2205
2152,2205,2246,2247,2206
2153,2206,2247,2248,2207
2154,2207,2248,2249,2208
2155,2208,2249,2250,2209
2156,2209,2250,2251,2210
2157,2210,2251,2252,2211
2158,2211,2252,2253,2212
2159,2212,2253,2254,2213
2160,2214,2255,2256,2215
2161,2215,2256,2257,2216
2162,2216,2257,2258,2217
2163,2217,2258,2259,2218
2164,2218,2259,2260,2219
2165,2219,2260,2261,2220
2166,2220,2261,2262,2221
2167,2221,2262,2263,2222
2168,2222,2263,2264,2223
2169,2223,2264,2265,2224
2170,2224,2265,2266,2225
2171,2225,2266,2267,2226
2172,2226,2267,2268,2227
2173,2227,2268,2269,2228
2174,2228,2269,2270,2229
2175,2229,2270,2271,2230
2176,2230,2271,2272,2231
2177,2231,2272,2273,2232
2178,2232,2273,2274,2233
2179,2233,2274,2275,2234
2180,2234,2275,2276,2235
2181,2235,2276,2277,2236
2182,2236,2277,2278,2237
2183,2237,2278,2279,2238
