ID,x0,x1,x2
4915,22.5,10,42.5
4916,25,10,42.5
4917,0,12.5,42.5
4918,2.5,12.5,42.5
4919,5,12.5,42.5
4920,7.5,12.5,42.5
4921,10,12.5,42.5
4922,12.5,12.5,42.5
4923,15,12.5,42.5
4924,17.5,12.5,42.5
4925,20,12.5,42.5
4926,22.5,12.5,42.5
4927,25,12.5,42.5
4928,0,15,42.5
4929,2.5,15,42.5
4930,5,15,42.5
4931,7.5,15,42.5
4932,10,15,42.5
4933,12.5,15,42.5
4934,15,15,42.5
4935,17.5,15,42.5
4936,20,15,42.5
4937,22.5,15,42.5
4938,25,15,42.5
4939,0,17.5,42.5
4940,2.5,17.5,42.5
4941,5,17.5,42.5
4942,7.5,17.5,42.5
4943,10,17.5,42.5
4944,12.5,17.5,42.5
4945,15,17.5,42.5
4946,17.5,17.5,42.5
4947,20,17.5,42.5
4948,22.5,17.5,42.5
4949,25,17.5,42.5
4950,0,20,42.5
4951,2.5,20,42.5
4952,5,20,42.5
4953,7.5,20,42.5
4954,10,20,42.5
4955,12.5,20,42.5
4956,15,20,42.5
4957,17.5,20,42.5
4958,20,20,42.5
4959,22.5,20,42.5
4960,25,20,42.5
4961,0,22.5,42.5
4962,2.5,22.5,42.5
4963,5,22.5,42.5
4964,7.5,22.5,42.5
4965,10,22.5,42.5
4966,12.5,22.5,42.5
4967,15,22.5,42.5
4968,17.5,22.5,42.5
4969,20,22.5,42.5
4970,22.5,22.5,42.5
4971,25,22.5,42.5
4972,0,25,42.5
4973,2.5,25,42.5
4974,5,25,42.5
4975,7.5,25,42.5
4976,10,25,42.5
4977,12.5,25,42.5
4978,15,25,42.5
4979,17.5,25,42.5
4980,20,25,42.5
4981,22.5,25,42.5
4982,25,25,42.5
4983,0,27.5,42.5
4984,2.5,27.5,42.5
4985,5,27.5,42.5
4986,7.5,27.5,42.5
4987,10,27.5,42.5
4988,12.5,27.5,42.5
4989,15,27.5,42.5
4990,17.5,27.5,42.5
4991,20,27.5,42.5
4992,22.5,27.5,42.5
4993,25,27.5,42.5
4994,0,30,42.5
4995,2.5,30,42.5
4996,5,30,42.5
4997,7.5,30,42.5
4998,10,30,42.5
4999,12.5,30,42.5
5000,15,30,42.5
5001,17.5,30,42.5
5002,20,30,42.5
5003,22.5,30,42.5
5004,25,30,42.5
5005,0,32.5,42.5
5006,2.5,32.5,42.5
5007,5,32.5,42.5
5008,7.5,32.5,42.5
5009,10,32.5,42.5
5010,12.5,32.5,42.5
5011,15,32.5,42.5
5012,17.5,32.5,42.5
5013,20,32.5,42.5
5014,22.5,32.5,42.5
5015,25,32.5,42.5
5016,0,35,42.5
5017,2.5,35,42.5
5018,5,35,42.5
5019,7.5,35,42.5
5020,10,35,42.5
5021,12.5,35,42.5
5022,15,35,42.5
5023,17.5,35,42.5
5024,20,35,42.5
5025,22.5,35,42.5
5026,25,35,42.5
5027,0,37.5,42.5
5028,2.5,37.5,42.5
5029,5,37.5,42.5
5030,7.5,37.5,42.5
5031,10,37.5,42.5
5032,12.5,37.5,42.5
5033,15,37.5,42.5
5034,17.5,37.5,42.5
5035,20,37.5,42.5
5036,22.5,37.5,42.5
5037,25,37.5,42.5
5038,0,40,42.5
5039,2.5,40,42.5
5040,5,40,42.5
5041,7.5,40,42.5
5042,10,40,42.5
5043,12.5,40,42.5
5044,15,40,42.5
5045,17.5,40,42.5
5046,20,40,42.5
5047,22.5,40,42.5
5048,25,40,42.5
5049,0,42.5,42.5
5050,2.5,42.5,42.5
5051,5,42.5,42.5
5052,7.5,42.5,42.5
5053,10,42.5,42.5
5054,12.5,42.5,42.5
5055,15,42.5,42.5
5056,17.5,42.5,42.5
5057,20,42.5,42.5
5058,22.5,42.5,42.5
5059,25,42.5,42.5
5060,0,45,42.5
5061,2.5,45,42.5
5062,5,45,42.5
5063,7.5,45,42.5
5064,10,45,42.5
5065,12.5,45,42.5
5066,15,45,42.5
5067,17.5,45,42.5
5068,20,45,42.5
5069,22.5,45,42.5
5070,25,45,42.5
5071,0,47.5,42.5
5072,2.5,47.5,42.5
5073,5,47.5,42.5
5074,7.5,47.5,42.5
5075,10,47.5,42.5
5076,12.5,47.5,42.5
5077,15,47.5,42.5
5078,17.5,47.5,42.5
5079,20,47.5,42.5
5080,22.5,47.5,42.5
5081,25,47.5,42.5
5082,0,50,42.5
5083,2.5,50,42.5
5084,5,50,42.5
5085,7.5,50,42.5
5086,10,50,42.5
5087,12.5,50,42.5
5088,15,50,42.5
5089,17.5,50,42.5
5090,20,50,42.5
5091,22.5,50,42.5
5092,25,50,42.5
5093,0,52.5,42.5
5094,2.5,52.5,42.5
5095,5,52.5,42.5
5096,7.5,52.5,42.5
5097,10,52.5,42.5
5098,12.5,52.5,42.5
5099,15,52.5,42.5
5100,17.5,52.5,42.5
5101,20,52.5,42.5
5102,22.5,52.5,42.5
5103,25,52.5,42.5
5104,0,55,42.5
5105,2.5,55,42.5
5106,5,55,42.5
5107,7.5,55,42.5
5108,10,55,42.5
5109,12.5,55,42.5
5110,15,55,42.5
5111,17.5,55,42.5
5112,20,55,42.5
5113,22.5,55,42.5
5114,25,55,42.5
5115,0,57.5,42.5
5116,2.5,57.5,42.5
5117,5,57.5,42.5
5118,7.5,57.5,42.5
5119,10,57.5,42.5
5120,12.5,57.5,42.5
5121,15,57.5,42.5
5122,17.5,57.5,42.5
5123,20,57.5,42.5
5124,22.5,57.5,42.5
5125,25,57.5,42.5
5126,0,60,42.5
5127,2.5,60,42.5
5128,5,60,42.5
5129,7.5,60,42.5
5130,10,60,42.5
5131,12.5,60,42.5
5132,15,60,42.5
5133,17.5,60,42.5
5134,20,60,42.5
5135,22.5,60,42.5
5136,25,60,42.5
5137,0,62.5,42.5
5138,2.5,62.5,42.5
5139,5,62.5,42.5
5140,7.5,62.5,42.5
5141,10,62.5,42.5
5142,12.5,62.5,42.5
5143,15,62.5,42.5
5144,17.5,62.5,42.5
5145,20,62.5,42.5
5146,22.5,62.5,42.5
5147,25,62.5,42.5
5148,0,0,45
5149,2.5,0,45
5150,5,0,45
5151,7.5,0,45
5152,10,0,45
5153,12.5,0,45
5154,15,0,45
5155,17.5,0,45
5156,20,0,45
5157,22.5,0,45
5158,25,0,45
5159,0,2.5,45
5160,2.5,2.5,45
5161,5,2.5,45
5162,7.5,2.5,45
5163,10,2.5,45
5164,12.5,2.5,45
5165,15,2.5,45
5166,17.5,2.5,45
5167,20,2.5,45
5168,22.5,2.5,45
5169,25,2.5,45
5170,0,5,45
5171,2.5,5,45
5172,5,5,45
5173,7.5,5,45
5174,10,5,45
5175,12.5,5,45
5176,15,5,45
5177,17.5,5,45
5178,20,5,45
5179,22.5,5,45
5180,25,5,45
5181,0,7.5,45
5182,2.5,7.5,45
5183,5,7.5,45
5184,7.5,7.5,45
5185,10,7.5,45
5186,12.5,7.5,45
5187,15,7.5,45
5188,17.5,7.5,45
5189,20,7.5,45
5190,22.5,7.5,45
5191,25,7.5,45
5192,0,10,45
5193,2.5,10,45
5194,5,10,45
5195,7.5,10,45
5196,10,10,45
5197,12.5,10,45
5198,15,10,45
5199,17.5,10,45
5200,20,10,45
5201,22.5,10,45
5202,25,10,45
5203,0,12.5,45
5204,2.5,12.5,45
5205,5,12.5,45
5206,7.5,12.5,45
5207,10,12.5,45
5208,12.5,12.5,45
5209,15,12.5,45
5210,17.5,12.5,45
5211,20,12.5,45
5212,22.5,12.5,45
5213,25,12.5,45
5214,0,15,45
5215,2.5,15,45
5216,5,15,45
5217,7.5,15,45
5218,10,15,45
5219,12.5,15,45
5220,15,15,45
5221,17.5,15,45
5222,20,15,45
5223,22.5,15,45
5224,25,15,45
5225,0,17.5,45
5226,2.5,17.5,45
5227,5,17.5,45
5228,7.5,17.5,45
5229,10,17.5,45
5230,12.5,17.5,45
5231,15,17.5,45
5232,17.5,17.5,45
5233,20,17.5,45
5234,22.5,17.5,45
5235,25,17.5,45
5236,0,20,45
5237,2.5,20,45
5238,5,20,45
5239,7.5,20,45
5240,10,20,45
5241,12.5,20,45
5242,15,20,45
5243,17.5,20,45
5244,20,20,45
5245,22.5,20,45
5246,25,20,45
5247,0,22.5,45
5248,2.5,22.5,45
5249,5,22.5,45
5250,7.5,22.5,45
5251,10,22.5,45
5252,12.5,22.5,45
5253,15,22.5,45
5254,17.5,22.5,45
5255,20,22.5,45
5256,22.5,22.5,45
5257,25,22.5,45
5258,0,25,45
5259,2.5,25,45
5260,5,25,45
5261,7.5,25,45
5262,10,25,45
5263,12.5,25,45
5264,15,25,45
5265,17.5,25,45
5266,20,25,45
5267,22.5,25,45
5268,25,25,45
5269,0,27.5,45
5270,2.5,27.5,45
5271,5,27.5,45
5272,7.5,27.5,45
5273,10,27.5,45
5274,12.5,27.5,45
5275,15,27.5,45
5276,17.5,27.5,45
5277,20,27.5,45
5278,22.5,27.5,45
5279,25,27.5,45
5280,0,30,45
5281,2.5,30,45
5282,5,30,45
5283,7.5,30,45
5284,10,30,45
5285,12.5,30,45
5286,15,30,45
5287,17.5,30,45
5288,20,30,45
5289,22.5,30,45
5290,25,30,45
5291,0,32.5,45
5292,2.5,32.5,45
5293,5,32.5,45
5294,7.5,32.5,45
5295,10,32.5,45
5296,12.5,32.5,45
5297,15,32.5,45
5298,17.5,32.5,45
5299,20,32.5,45
5300,22.5,32.5,45
5301,25,32.5,45
5302,0,35,45
5303,2.5,35,45
5304,5,35,45
5305,7.5,35,45
5306,10,35,45
5307,12.5,35,45
5308,15,35,45
5309,17.5,35,45
5310,20,35,45
5311,22.5,35,45
5312,25,35,45
5313,0,37.5,45
5314,2.5,37.5,45
5315,5,37.5,45
5316,7.5,37.5,45
5317,10,37.5,45
5318,12.5,37.5,45
5319,15,37.5,45
5320,17.5,37.5,45
5321,20,37.5,45
5322,22.5,37.5,45
5323,25,37.5,45
5324,0,40,45
5325,2.5,40,45
5326,5,40,45
5327,7.5,40,45
5328,10,40,45
5329,12.5,40,45
5330,15,40,45
5331,17.5,40,45
5332,20,40,45
5333,22.5,40,45
5334,25,40,45
5335,0,42.5,45
5336,2.5,42.5,45
5337,5,42.5,45
5338,7.5,42.5,45
5339,10,42.5,45
5340,12.5,42.5,45
5341,15,42.5,45
5342,17.5,42.5,45
5343,20,42.5,45
5344,22.5,42.5,45
5345,25,42.5,45
5346,0,45,45
5347,2.5,45,45
5348,5,45,45
5349,7.5,45,45
5350,10,45,45
5351,12.5,45,45
5352,15,45,45
5353,17.5,45,45
5354,20,45,45
5355,22.5,45,45
5356,25,45,45
5357,0,47.5,45
5358,2.5,47.5,45
5359,5,47.5,45
5360,7.5,47.5,45
5361,10,47.5,45
5362,12.5,47.5,45
5363,15,47.5,45
5364,17.5,47.5,45
5365,20,47.5,45
5366,22.5,47.5,45
5367,25,47.5,45
5368,0,50,45
5369,2.5,50,45
5370,5,50,45
5371,7.5,50,45
5372,10,50,45
5373,12.5,50,45
5374,15,50,45
5375,17.5,50,45
5376,20,50,45
5377,22.5,50,45
5378,25,50,45
5379,0,52.5,45
5380,2.5,52.5,45
5381,5,52.5,45
5382,7.5,52.5,45
5383,10,52.5,45
5384,12.5,52.5,45
5385,15,52.5,45
5386,17.5,52.5,45
5387,20,52.5,45
5388,22.5,52.5,45
5389,25,52.5,45
5390,0,55,45
5391,2.5,55,45
5392,5,55,45
5393,7.5,55,45
5394,10,55,45
5395,12.5,55,45
5396,15,55,45
5397,17.5,55,45
5398,20,55,45
5399,22.5,55,45
5400,25,55,45
5401,0,57.5,45
5402,2.5,57.5,45
5403,5,57.5,45
5404,7.5,57.5,45
5405,10,57.5,45
5406,12.5,57.5,45
5407,15,57.5,45
5408,17.5,57.5,45
5409,20,57.5,45
5410,22.5,57.5,45
5411,25,57.5,45
5412,0,60,45
5413,2.5,60,45
5414,5,60,45
5415,7.5,60,45
5416,10,60,45
5417,12.5,60,45
5418,15,60,45
5419,17.5,60,45
5420,20,60,45
5421,22.5,60,45
5422,25,60,45
5423,0,62.5,45
5424,2.5,62.5,45
5425,5,62.5,45
5426,7.5,62.5,45
5427,10,62.5,45
5428,12.5,62.5,45
5429,15,62.5,45
5430,17.5,62.5,45
5431,20,62.5,45
5432,22.5,62.5,45
5433,25,62.5,45
5434,0,0,47.5
5435,2.5,0,47.5
5436,5,0,47.5
5437,7.5,0,47.5
5438,10,0,47.5
5439,12.5,0,47.5
5440,15,0,47.5
5441,17.5,0,47.5
5442,20,0,47.5
5443,22.5,0,47.5
5444,25,0,47.5
5445,0,2.5,47.5
5446,2.5,2.5,47.5
5447,5,2.5,47.5
5448,7.5,2.5,47.5
5449,10,2.5,47.5
5450,12.5,2.5,47.5
5451,15,2.5,47.5
5452,17.5,2.5,47.5
5453,20,2.5,47.5
5454,22.5,2.5,47.5
5455,25,2.5,47.5
5456,0,5,47.5
5457,2.5,5,47.5
5458,5,5,47.5
5459,7.5,5,47.5
5460,10,5,47.5
5461,12.5,5,47.5
5462,15,5,47.5
5463,17.5,5,47.5
5464,20,5,47.5
5465,22.5,5,47.5
5466,25,5,47.5
5467,0,7.5,47.5
5468,2.5,7.5,47.5
5469,5,7.5,47.5
5470,7.5,7.5,47.5
5471,10,7.5,47.5
5472,12.5,7.5,47.5
5473,15,7.5,47.5
5474,17.5,7.5,47.5
5475,20,7.5,47.5
5476,22.5,7.5,47.5
5477,25,7.5,47.5
5478,0,10,47.5
5479,2.5,10,47.5
5480,5,10,47.5
5481,7.5,10,47.5
5482,10,10,47.5
5483,12.5,10,47.5
5484,15,10,47.5
5485,17.5,10,47.5
5486,20,10,47.5
5487,22.5,10,47.5
5488,25,10,47.5
5489,0,12.5,47.5
5490,2.5,12.5,47.5
5491,5,12.5,47.5
5492,7.5,12.5,47.5
5493,10,12.5,47.5
5494,12.5,12.5,47.5
5495,15,12.5,47.5
5496,17.5,12.5,47.5
5497,20,12.5,47.5
5498,22.5,12.5,47.5
5499,25,12.5,47.5
5500,0,15,47.5
5501,2.5,15,47.5
5502,5,15,47.5
5503,7.5,15,47.5
5504,10,15,47.5
5505,12.5,15,47.5
5506,15,15,47.5
5507,17.5,15,47.5
5508,20,15,47.5
5509,22.5,15,47.5
5510,25,15,47.5
5511,0,17.5,47.5
5512,2.5,17.5,47.5
5513,5,17.5,47.5
5514,7.5,17.5,47.5
5515,10,17.5,47.5
5516,12.5,17.5,47.5
5517,15,17.5,47.5
5518,17.5,17.5,47.5
5519,20,17.5,47.5
5520,22.5,17.5,47.5
5521,25,17.5,47.5
5522,0,20,47.5
5523,2.5,20,47.5
5524,5,20,47.5
5525,7.5,20,47.5
5526,10,20,47.5
5527,12.5,20,47.5
5528,15,20,47.5
5529,17.5,20,47.5
5530,20,20,47.5
5531,22.5,20,47.5
5532,25,20,47.5
5533,0,22.5,47.5
5534,2.5,22.5,47.5
5535,5,22.5,47.5
5536,7.5,22.5,47.5
5537,10,22.5,47.5
5538,12.5,22.5,47.5
5539,15,22.5,47.5
5540,17.5,22.5,47.5
5541,20,22.5,47.5
5542,22.5,22.5,47.5
5543,25,22.5,47.5
5544,0,25,47.5
5545,2.5,25,47.5
5546,5,25,47.5
5547,7.5,25,47.5
5548,10,25,47.5
5549,12.5,25,47.5
5550,15,25,47.5
5551,17.5,25,47.5
5552,20,25,47.5
5553,22.5,25,47.5
5554,25,25,47.5
5555,0,27.5,47.5
5556,2.5,27.5,47.5
5557,5,27.5,47.5
5558,7.5,27.5,47.5
5559,10,27.5,47.5
5560,12.5,27.5,47.5
5561,15,27.5,47.5
5562,17.5,27.5,47.5
5563,20,27.5,47.5
5564,22.5,27.5,47.5
5565,25,27.5,47.5
5566,0,30,47.5
5567,2.5,30,47.5
5568,5,30,47.5
5569,7.5,30,47.5
5570,10,30,47.5
5571,12.5,30,47.5
5572,15,30,47.5
5573,17.5,30,47.5
5574,20,30,47.5
5575,22.5,30,47.5
5576,25,30,47.5
5577,0,32.5,47.5
5578,2.5,32.5,47.5
5579,5,32.5,47.5
5580,7.5,32.5,47.5
5581,10,32.5,47.5
5582,12.5,32.5,47.5
5583,15,32.5,47.5
5584,17.5,32.5,47.5
5585,20,32.5,47.5
5586,22.5,32.5,47.5
5587,25,32.5,47.5
5588,0,35,47.5
5589,2.5,35,47.5
5590,5,35,47.5
5591,7.5,35,47.5
5592,10,35,47.5
5593,12.5,35,47.5
5594,15,35,47.5
5595,17.5,35,47.5
5596,20,35,47.5
5597,22.5,35,47.5
5598,25,35,47.5
5599,0,37.5,47.5
5600,2.5,37.5,47.5
5601,5,37.5,47.5
5602,7.5,37.5,47.5
5603,10,37.5,47.5
5604,12.5,37.5,47.5
5605,15,37.5,47.5
5606,17.5,37.5,47.5
5607,20,37.5,47.5
5608,22.5,37.5,47.5
5609,25,37.5,47.5
5610,0,40,47.5
5611,2.5,40,47.5
5612,5,40,47.5
5613,7.5,40,47.5
5614,10,40,47.5
5615,12.5,40,47.5
5616,15,40,47.5
5617,17.5,40,47.5
5618,20,40,47.5
5619,22.5,40,47.5
5620,25,40,47.5
5621,0,42.5,47.5
5622,2.5,42.5,47.5
5623,5,42.5,47.5
5624,7.5,42.5,47.5
5625,10,42.5,47.5
5626,12.5,42.5,47.5
5627,15,42.5,47.5
5628,17.5,42.5,47.5
5629,20,42.5,47.5
5630,22.5,42.5,47.5
5631,25,42.5,47.5
5632,0,45,47.5
5633,2.5,45,47.5
5634,5,45,47.5
5635,7.5,45,47.5
5636,10,45,47.5
5637,12.5,45,47.5
5638,15,45,47.5
5639,17.5,45,47.5
5640,20,45,47.5
5641,22.5,45,47.5
5642,25,45,47.5
5643,0,47.5,47.5
5644,2.5,47.5,47.5
5645,5,47.5,47.5
5646,7.5,47.5,47.5
5647,10,47.5,47.5
5648,12.5,47.5,47.5
5649,15,47.5,47.5
5650,17.5,47.5,47.5
5651,20,47.5,47.5
5652,22.5,47.5,47.5
5653,25,47.5,47.5
5654,0,50,47.5
5655,2.5,50,47.5
5656,5,50,47.5
5657,7.5,50,47.5
5658,10,50,47.5
5659,12.5,50,47.5
5660,15,50,47.5
5661,17.5,50,47.5
5662,20,50,47.5
5663,22.5,50,47.5
5664,25,50,47.5
5665,0,52.5,47.5
5666,2.5,52.5,47.5
5667,5,52.5,47.5
5668,7.5,52.5,47.5
5669,10,52.5,47.5
5670,12.5,52.5,47.5
5671,15,52.5,47.5
5672,17.5,52.5,47.5
5673,20,52.5,47.5
5674,22.5,52.5,47.5
5675,25,52.5,47.5
5676,0,55,47.5
5677,2.5,55,47.5
5678,5,55,47.5
5679,7.5,55,47.5
5680,10,55,47.5
5681,12.5,55,47.5
5682,15,55,47.5
5683,17.5,55,47.5
5684,20,55,47.5
5685,22.5,55,47.5
5686,25,55,47.5
5687,0,57.5,47.5
5688,2.5,57.5,47.5
5689,5,57.5,47.5
5690,7.5,57.5,47.5
5691,10,57.5,47.5
5692,12.5,57.5,47.5
5693,15,57.5,47.5
5694,17.5,57.5,47.5
5695,20,57.5,47.5
5696,22.5,57.5,47.5
5697,25,57.5,47.5
5698,0,60,47.5
5699,2.5,60,47.5
5700,5,60,47.5
5701,7.5,60,47.5
5702,10,60,47.5
5703,12.5,60,47.5
5704,15,60,47.5
5705,17.5,60,47.5
5706,20,60,47.5
5707,22.5,60,47.5
5708,25,60,47.5
5709,0,62.5,47.5
5710,2.5,62.5,47.5
5711,5,62.5,47.5
5712,7.5,62.5,47.5
5713,10,62.5,47.5
5714,12.5,62.5,47.5
5715,15,62.5,47.5
5716,17.5,62.5,47.5
5717,20,62.5,47.5
5718,22.5,62.5,47.5
5719,25,62.5,47.5
5720,0,0,50
5721,2.5,0,50
5722,5,0,50
5723,7.5,0,50
5724,10,0,50
5725,12.5,0,50
5726,15,0,50
5727,17.5,0,50
5728,20,0,50
5729,22.5,0,50
5730,25,0,50
5731,0,2.5,50
5732,2.5,2.5,50
5733,5,2.5,50
5734,7.5,2.5,50
5735,10,2.5,50
5736,12.5,2.5,50
5737,15,2.5,50
5738,17.5,2.5,50
5739,20,2.5,50
5740,22.5,2.5,50
5741,25,2.5,50
5742,0,5,50
5743,2.5,5,50
5744,5,5,50
5745,7.5,5,50
5746,10,5,50
5747,12.5,5,50
5748,15,5,50
5749,17.5,5,50
5750,20,5,50
5751,22.5,5,50
5752,25,5,50
5753,0,7.5,50
5754,2.5,7.5,50
5755,5,7.5,50
5756,7.5,7.5,50
5757,10,7.5,50
5758,12.5,7.5,50
5759,15,7.5,50
5760,17.5,7.5,50
5761,20,7.5,50
5762,22.5,7.5,50
5763,25,7.5,50
5764,0,10,50
5765,2.5,10,50
5766,5,10,50
5767,7.5,10,50
5768,10,10,50
5769,12.5,10,50
5770,15,10,50
5771,17.5,10,50
5772,20,10,50
5773,22.5,10,50
5774,25,10,50
5775,0,12.5,50
5776,2.5,12.5,50
5777,5,12.5,50
5778,7.5,12.5,50
5779,10,12.5,50
5780,12.5,12.5,50
5781,15,12.5,50
5782,17.5,12.5,50
5783,20,12.5,50
5784,22.5,12.5,50
5785,25,12.5,50
5786,0,15,50
5787,2.5,15,50
5788,5,15,50
5789,7.5,15,50
5790,10,15,50
5791,12.5,15,50
5792,15,15,50
5793,17.5,15,50
5794,20,15,50
5795,22.5,15,50
5796,25,15,50
5797,0,17.5,50
5798,2.5,17.5,50
5799,5,17.5,50
5800,7.5,17.5,50
5801,10,17.5,50
5802,12.5,17.5,50
5803,15,17.5,50
5804,17.5,17.5,50
5805,20,17.5,50
5806,22.5,17.5,50
5807,25,17.5,50
5808,0,20,50
5809,2.5,20,50
5810,5,20,50
5811,7.5,20,50
5812,10,20,50
5813,12.5,20,50
5814,15,20,50
5815,17.5,20,50
5816,20,20,50
5817,22.5,20,50
5818,25,20,50
5819,0,22.5,50
5820,2.5,22.5,50
5821,5,22.5,50
5822,7.5,22.5,50
5823,10,22.5,50
5824,12.5,22.5,50
5825,15,22.5,50
5826,17.5,22.5,50
5827,20,22.5,50
5828,22.5,22.5,50
5829,25,22.5,50
5830,0,25,50
5831,2.5,25,50
5832,5,25,50
5833,7.5,25,50
5834,10,25,50
5835,12.5,25,50
5836,15,25,50
5837,17.5,25,50
5838,20,25,50
5839,22.5,25,50
5840,25,25,50
5841,0,27.5,50
5842,2.5,27.5,50
5843,5,27.5,50
5844,7.5,27.5,50
5845,10,27.5,50
5846,12.5,27.5,50
5847,15,27.5,50
5848,17.5,27.5,50
5849,20,27.5,50
5850,22.5,27.5,50
5851,25,27.5,50
5852,0,30,50
5853,2.5,30,50
5854,5,30,50
5855,7.5,30,50
5856,10,30,50
5857,12.5,30,50
5858,15,30,50
5859,17.5,30,50
5860,20,30,50
5861,22.5,30,50
5862,25,30,50
5863,0,32.5,50
5864,2.5,32.5,50
5865,5,32.5,50
5866,7.5,32.5,50
5867,10,32.5,50
5868,12.5,32.5,50
5869,15,32.5,50
5870,17.5,32.5,50
5871,20,32.5,50
5872,22.5,32.5,50
5873,25,32.5,50
5874,0,35,50
5875,2.5,35,50
5876,5,35,50
5877,7.5,35,50
5878,10,35,50
5879,12.5,35,50
5880,15,35,50
5881,17.5,35,50
5882,20,35,50
5883,22.5,35,50
5884,25,35,50
5885,0,37.5,50
5886,2.5,37.5,50
5887,5,37.5,50
5888,7.5,37.5,50
5889,10,37.5,50
5890,12.5,37.5,50
5891,15,37.5,50
5892,17.5,37.5,50
5893,20,37.5,50
5894,22.5,37.5,50
5895,25,37.5,50
5896,0,40,50
5897,2.5,40,50
5898,5,40,50
5899,7.5,40,50
5900,10,40,50
5901,12.5,40,50
5902,15,40,50
5903,17.5,40,50
5904,20,40,50
5905,22.5,40,50
5906,25,40,50
5907,0,42.5,50
5908,2.5,42.5,50
5909,5,42.5,50
5910,7.5,42.5,50
5911,10,42.5,50
5912,12.5,42.5,50
5913,15,42.5,50
5914,17.5,42.5,50
5915,20,42.5,50
5916,22.5,42.5,50
5917,25,42.5,50
5918,0,45,50
5919,2.5,45,50
5920,5,45,50
5921,7.5,45,50
5922,10,45,50
5923,12.5,45,50
5924,15,45,50
5925,17.5,45,50
5926,20,45,50
5927,22.5,45,50
5928,25,45,50
5929,0,47.5,50
5930,2.5,47.5,50
5931,5,47.5,50
5932,7.5,47.5,50
5933,10,47.5,50
5934,12.5,47.5,50
5935,15,47.5,50
5936,17.5,47.5,50
5937,20,47.5,50
5938,22.5,47.5,50
5939,25,47.5,50
5940,0,50,50
5941,2.5,50,50
5942,5,50,50
5943,7.5,50,50
5944,10,50,50
5945,12.5,50,50
5946,15,50,50
5947,17.5,50,50
5948,20,50,50
5949,22.5,50,50
5950,25,50,50
5951,0,52.5,50
5952,2.5,52.5,50
5953,5,52.5,50
5954,7.5,52.5,50
5955,10,52.5,50
5956,12.5,52.5,50
5957,15,52.5,50
5958,17.5,52.5,50
5959,20,52.5,50
5960,22.5,52.5,50
5961,25,52.5,50
5962,0,55,50
5963,2.5,55,50
5964,5,55,50
5965,7.5,55,50
5966,10,55,50
5967,12.5,55,50
5968,15,55,50
5969,17.5,55,50
5970,20,55,50
5971,22.5,55,50
5972,25,55,50
5973,0,57.5,50
5974,2.5,57.5,50
5975,5,57.5,50
5976,7.5,57.5,50
5977,10,57.5,50
5978,12.5,57.5,50
5979,15,57.5,50
5980,17.5,57.5,50
5981,20,57.5,50
5982,22.5,57.5,50
5983,25,57.5,50
5984,0,60,50
5985,2.5,60,50
5986,5,60,50
5987,7.5,60,50
5988,10,60,50
5989,12.5,60,50
5990,15,60,50
5991,17.5,60,50
5992,20,60,50
5993,22.5,60,50
5994,25,60,50
5995,0,62.5,50
5996,2.5,62.5,50
5997,5,62.5,50
5998,7.5,62.5,50
5999,10,62.5,50
6000,12.5,62.5,50
6001,15,62.5,50
6002,17.5,62.5,50
6003,20,62.5,50
6004,22.5,62.5,50
6005,25,62.5,50
6006,0,0,52.5
6007,2.5,0,52.5
6008,5,0,52.5
6009,7.5,0,52.5
6010,10,0,52.5
6011,12.5,0,52.5
6012,15,0,52.5
6013,17.5,0,52.5
6014,20,0,52.5
6015,22.5,0,52.5
6016,25,0,52.5
6017,0,2.5,52.5
6018,2.5,2.5,52.5
6019,5,2.5,52.5
6020,7.5,2.5,52.5
6021,10,2.5,52.5
6022,12.5,2.5,52.5
6023,15,2.5,52.5
6024,17.5,2.5,52.5
6025,20,2.5,52.5
6026,22.5,2.5,52.5
6027,25,2.5,52.5
6028,0,5,52.5
6029,2.5,5,52.5
6030,5,5,52.5
6031,7.5,5,52.5
6032,10,5,52.5
6033,12.5,5,52.5
6034,15,5,52.5
6035,17.5,5,52.5
6036,20,5,52.5
6037,22.5,5,52.5
6038,25,5,52.5
6039,0,7.5,52.5
6040,2.5,7.5,52.5
6041,5,7.5,52.5
6042,7.5,7.5,52.5
6043,10,7.5,52.5
6044,12.5,7.5,52.5
6045,15,7.5,52.5
6046,17.5,7.5,52.5
6047,20,7.5,52.5
6048,22.5,7.5,52.5
6049,25,7.5,52.5
6050,0,10,52.5
6051,2.5,10,52.5
6052,5,10,52.5
6053,7.5,10,52.5
6054,10,10,52.5
6055,12.5,10,52.5
6056,15,10,52.5
6057,17.5,10,52.5
6058,20,10,52.5
6059,22.5,10,52.5
6060,25,10,52.5
6061,0,12.5,52.5
6062,2.5,12.5,52.5
6063,5,12.5,52.5
6064,7.5,12.5,52.5
6065,10,12.5,52.5
6066,12.5,12.5,52.5
6067,15,12.5,52.5
6068,17.5,12.5,52.5
6069,20,12.5,52.5
6070,22.5,12.5,52.5
6071,25,12.5,52.5
6072,0,15,52.5
6073,2.5,15,52.5
6074,5,15,52.5
6075,7.5,15,52.5
6076,10,15,52.5
6077,12.5,15,52.5
6078,15,15,52.5
6079,17.5,15,52.5
6080,20,15,52.5
6081,22.5,15,52.5
6082,25,15,52.5
6083,0,17.5,52.5
6084,2.5,17.5,52.5
6085,5,17.5,52.5
6086,7.5,17.5,52.5
